Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 7,Adel & Wharfedale,Help with food and essential shopping|Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,,,,,,,,,
14/05/2020 00:00,Assistance required,LS28 5,Calverley & Farsley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS13 4,Farnley & Wortley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 7,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS13 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,BD4 8,Pudsey,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 8,Adel & Wharfedale,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS6 3,Kirkstall,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,,,,,,,,,
14/05/2020 00:00,Assistance required,LS28 5,Calverley & Farsley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 2,Armley,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,,,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS28 7,Pudsey,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Baby products,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS21 1,Otley & Yeadon,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Fuel top up (pre-payment meter only,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 2,Moortown,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS12 2,Armley,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,,,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 2,Moortown,,,,,,,,,
14/05/2020 00:00,Assistance required,LS25 1,Garforth & Swillington,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS6 2,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 6,Moortown,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Help with food and essential shopping|Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,,Little London & Woodhouse,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 7,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,WF3 3,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS15 8,Cross Gates & Whinmoor,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 2,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS13 4,Farnley & Wortley,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS22 6,Wetherby,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 7,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS13 3,Bramley & Stanningley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 8,Adel & Wharfedale,Help with food and essential shopping|Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS28 9,Pudsey,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS12 3,Armley,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,Flat ,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS6 4,Moortown,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 2,Armley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS25 7,Kippax & Methley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 3,Armley,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS5 3,Kirkstall,,,,,,,,,
14/05/2020 00:00,Assistance required,,Farnley & Wortley,Befriending and reassurance (by phone)|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS1 4,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 3,Armley,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS5 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 5,Moortown,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 5,Alwoodley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 7,Adel & Wharfedale,Dog walking,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,,,,,,,,,
14/05/2020 00:00,Assistance required,LS18 4,Horsforth,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 9,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS16 6,Weetwood,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 5,Moortown,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 6,Moortown,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS5 3,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 9,Beeston & Holbeck,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS14 3,Harewood,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 2,Armley,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,,,,,,,,,,,
14/05/2020 00:00,Assistance required,LS2 9,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS28 9,Pudsey,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS17 5,Alwoodley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,WF3 2,Ardsley & Robin Hood,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS22 7,Wetherby,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS8 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Dog walking,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 8,Morley South,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS3 1,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 5,Kirkstall,Dog walking,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 1,Cross Gates & Whinmoor,Befriending and reassurance (by phone),Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS18 4,Horsforth,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS22 7,Wetherby,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,"Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,WF3 1,Ardsley & Robin Hood,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS15 8,Cross Gates & Whinmoor,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,Hunslet & Riverside,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,WF3 1,Morley South,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 8,Morley South,Pick up a prescription,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS16 5,Kirkstall,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 3,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS25 7,Kippax & Methley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS17 5,Alwoodley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,Adel & Wharfedale,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,,,,,,,,,
14/05/2020 00:00,Assistance required,LS15 4,Harewood,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS13 3,Bramley & Stanningley,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,WF3 3,Ardsley & Robin Hood,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 3,Chapel Allerton,,,,,,,,,
14/05/2020 00:00,Assistance required,LS4 2,Kirkstall,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS27 7,Morley North,Pick up a prescription,Red - Required within 24 hours,,,,,,,
